# Habitat mask points exported from msk
# Mon Jul 01 8:05:20 p.m. 2019 
x y covs
307.06 16.14 0.742217447608709
335.02 16.14 0.779478866606951
-336.02 44.1 0.270301914773881
-308.06 44.1 0.231933326926082
-280.1 44.1 0.832496511982754
-252.14 44.1 0.972125916043296
-224.18 44.1 0.750598878832534
-196.22 44.1 0.317405575420707
-168.26 44.1 0.221664192853495
-140.3 44.1 0.818233548197895
-112.34 44.1 0.851740282261744
-84.38 44.1 0.644007515860721
-56.42 44.1 0.0561790787614882
-28.46 44.1 0.152802390046418
-0.5 44.1 0.0530264663975686
27.46 44.1 0.41040841396898
55.42 44.1 0.0537034247536212
83.38 44.1 0.729555669939145
111.34 44.1 0.50323290284723
139.3 44.1 0.643977905856445
167.26 44.1 0.165053718723357
195.22 44.1 0.157673425041139
223.18 44.1 0.0175093933939934
251.14 44.1 0.174738730071113
279.1 44.1 0.290746773360297
307.06 44.1 0.186129181180149
335.02 44.1 0.882206859998405
-336.02 72.06 0.820879172533751
-308.06 72.06 0.914077637018636
-280.1 72.06 0.893615269102156
-252.14 72.06 0.258345393231139
-224.18 72.06 0.351170268608257
-196.22 72.06 0.889741002814844
-168.26 72.06 0.0810686808545142
-140.3 72.06 0.782252976438031
-112.34 72.06 0.49323280970566
-84.38 72.06 0.607216504169628
-56.42 72.06 0.690124722896144
-28.46 72.06 0.333505867980421
-0.5 72.06 0.355788921006024
27.46 72.06 0.478224255377427
55.42 72.06 0.400258897570893
83.38 72.06 0.743293138453737
111.34 72.06 0.500937782227993
139.3 72.06 0.565827266313136
167.26 72.06 0.847265992080793
195.22 72.06 0.0247128722257912
223.18 72.06 0.435018409974873
251.14 72.06 0.00454774126410484
279.1 72.06 0.117669215193018
307.06 72.06 0.344043568940833
335.02 72.06 0.329401846509427
-336.02 100.02 0.593565658200532
-308.06 100.02 0.086658458923921
-280.1 100.02 0.677975337486714
-252.14 100.02 0.143937277141958
-224.18 100.02 0.685646035708487
-196.22 100.02 0.32920459471643
-168.26 100.02 0.013113692170009
-140.3 100.02 0.931104426970705
-112.34 100.02 0.348309395601973
-84.38 100.02 0.0619615293107927
-56.42 100.02 0.308789091883227
-28.46 100.02 0.810474881436676
-0.5 100.02 0.179488189285621
27.46 100.02 0.337067321874201
55.42 100.02 0.55885514174588
83.38 100.02 0.0856455783359706
111.34 100.02 0.423866716912016
139.3 100.02 0.202117344830185
167.26 100.02 0.0533003753516823
195.22 100.02 0.110097456490621
223.18 100.02 0.82274551410228
251.14 100.02 0.310860671103001
279.1 100.02 0.179634269326925
307.06 100.02 0.775638911640272
335.02 100.02 0.403570467839018
-336.02 127.98 0.923935853643343
-308.06 127.98 0.218686541542411
-280.1 127.98 0.507878791773692
-252.14 127.98 0.883854228071868
-224.18 127.98 0.354286171961576
-196.22 127.98 0.900059519568458
-168.26 127.98 0.560008983593434
-140.3 127.98 0.984997496008873
-112.34 127.98 0.348941122647375
-84.38 127.98 0.80767894606106
-56.42 127.98 0.273451751330867
-28.46 127.98 0.194501787889749
-0.5 127.98 0.550683395704255
27.46 127.98 0.583332463633269
55.42 127.98 0.52676750277169
83.38 127.98 0.149834122043103
111.34 127.98 0.592054943088442
139.3 127.98 0.491733913775533
167.26 127.98 0.257321566343307
195.22 127.98 0.123363191494718
223.18 127.98 0.391414146171883
251.14 127.98 0.0690469495020807
279.1 127.98 0.744990275241435
307.06 127.98 0.295232068747282
335.02 127.98 0.25481658661738
-336.02 155.94 0.562024324201047
-308.06 155.94 0.0372296725399792
-280.1 155.94 0.659378604730591
-252.14 155.94 0.971092590596527
-224.18 155.94 0.845287200761959
-196.22 155.94 0.863943071803078
-168.26 155.94 0.964311995077878
-140.3 155.94 0.854323232779279
-112.34 155.94 0.240765099180862
-84.38 155.94 0.647919289767742
-56.42 155.94 0.784122936660424
-28.46 155.94 0.371033986797556
-0.5 155.94 0.936052878852934
27.46 155.94 0.143069662153721
55.42 155.94 0.743881665403023
83.38 155.94 0.0274783112108707
111.34 155.94 0.633693326963112
139.3 155.94 0.816467463038862
167.26 155.94 0.305186579236761
195.22 155.94 0.332859822548926
223.18 155.94 0.00528770033270121
251.14 155.94 0.990532774711028
279.1 155.94 0.353534444933757
307.06 155.94 0.466023841872811
335.02 155.94 0.30868054763414
-336.02 183.9 0.607240216806531
-308.06 183.9 0.620472422800958
-280.1 183.9 0.929588425438851
-252.14 183.9 0.124710789183155
-224.18 183.9 0.324579728767276
-196.22 183.9 0.463038435904309
-168.26 183.9 0.152304285671562
-140.3 183.9 0.0888178269378841
-112.34 183.9 0.414114604704082
-84.38 183.9 0.998955866089091
-56.42 183.9 0.688235595356673
-28.46 183.9 0.348980050301179
-0.5 183.9 0.576425799867138
27.46 183.9 0.902660483960062
55.42 183.9 0.745839185779914
83.38 183.9 0.841084604384378
111.34 183.9 0.214320742990822
139.3 183.9 0.2202721061185
167.26 183.9 0.386042030062526
195.22 183.9 0.70931281731464
223.18 183.9 0.175255958689377
251.14 183.9 0.896380202611908
279.1 183.9 0.777605534298345
307.06 183.9 0.636513371951878
335.02 183.9 0.117721846327186
-336.02 211.86 0.246567675378174
-308.06 211.86 0.115779065294191
-280.1 211.86 0.832939272746444
-252.14 211.86 0.659087327076122
-224.18 211.86 0.805485903285444
-196.22 211.86 0.67397707188502
-168.26 211.86 0.176410237792879
-140.3 211.86 0.361915176501498
-112.34 211.86 0.0530800933483988
-84.38 211.86 0.991748658940196
-56.42 211.86 0.375270529882982
-28.46 211.86 0.945033047348261
-0.5 211.86 0.273180213756859
27.46 211.86 0.441689148545265
55.42 211.86 0.901968663558364
83.38 211.86 0.273260331712663
111.34 211.86 0.815095569938421
139.3 211.86 0.39533052011393
167.26 211.86 0.946067316457629
195.22 211.86 0.841218928573653
223.18 211.86 0.183438016334549
251.14 211.86 0.469398096669465
279.1 211.86 0.538352441508323
307.06 211.86 0.76181504316628
335.02 211.86 0.966953897150233
-336.02 239.82 0.880566571373492
-308.06 239.82 0.615292202681303
-280.1 239.82 0.856703103287145
-252.14 239.82 0.886888901237398
-224.18 239.82 0.370714702876285
-196.22 239.82 0.036180229857564
-168.26 239.82 0.281061096349731
-140.3 239.82 0.342840336961672
-112.34 239.82 0.344908801373094
-84.38 239.82 0.63016706937924
-56.42 239.82 0.175572785548866
-28.46 239.82 0.00851943297311664
-0.5 239.82 0.0642518529202789
27.46 239.82 0.5949017170351
55.42 239.82 0.453452544519678
83.38 239.82 0.531917260028422
111.34 239.82 0.409273826284334
139.3 239.82 0.833563735708594
167.26 239.82 0.448782840976492
195.22 239.82 0.0599177188705653
223.18 239.82 0.290304213529453
251.14 239.82 0.224423818523064
279.1 239.82 0.752456029644236
307.06 239.82 0.975786823546514
335.02 239.82 0.220605140551925
-336.02 267.78 0.923839754890651
-308.06 267.78 0.256234639557078
-280.1 267.78 0.673655112739652
-252.14 267.78 0.938987163826823
-224.18 267.78 0.653863253770396
-196.22 267.78 0.926880744053051
-168.26 267.78 0.345045736525208
-140.3 267.78 0.607314669992775
-112.34 267.78 0.775652041425928
-84.38 267.78 0.558814239222556
-56.42 267.78 0.669076323509216
-28.46 267.78 0.262083673849702
-0.5 267.78 0.825406244490296
27.46 267.78 0.00536999059841037
55.42 267.78 0.184298915788531
83.38 267.78 0.996339207747951
111.34 267.78 0.280237945960835
139.3 267.78 0.581454761559144
167.26 267.78 0.110199549235404
195.22 267.78 0.73084604088217
223.18 267.78 0.147066935431212
251.14 267.78 0.304131856188178
279.1 267.78 0.905972098000348
307.06 267.78 0.759938164846972
335.02 267.78 0.465115565108135
-336.02 295.74 0.807462358381599
-308.06 295.74 0.936768369982019
-280.1 295.74 0.986330428626388
-252.14 295.74 0.920571310445666
-224.18 295.74 0.855823324527591
-196.22 295.74 0.516360652633011
-168.26 295.74 0.405761491507292
-140.3 295.74 0.874148204224184
-112.34 295.74 0.450288235675544
-84.38 295.74 0.890243671834469
-56.42 295.74 0.111822760431096
-28.46 295.74 0.79726020921953
-0.5 295.74 0.551547225797549
27.46 295.74 0.0688301722984761
55.42 295.74 0.701221630210057
83.38 295.74 0.169634827412665
111.34 295.74 0.331553747877479
139.3 295.74 0.538002636749297
167.26 295.74 0.847793975844979
195.22 295.74 0.687803973443806
223.18 295.74 0.420035859802738
251.14 295.74 0.439278560457751
279.1 295.74 0.498598813312128
307.06 295.74 0.29588852240704
335.02 295.74 0.16948580276221
-336.02 323.7 0.852893400238827
-308.06 323.7 0.712707200786099
-280.1 323.7 0.953579495893791
-252.14 323.7 0.528549474896863
-224.18 323.7 0.890800795285031
