# Habitat mask points exported from surfaceDxy2
# Wed Jul 03 10:07:00 p.m. 2019 
x y forest D.0
2674795 5982405 nonbeech 11.4284103738725
2674805 5982405 nonbeech 11.2897093403543
2674815 5982405 nonbeech 11.1365397764606
2674825 5982405 beech 10.9695386252327
2674835 5982405 beech 10.7893933938807
2674845 5982405 beech 10.5968374445246
2674855 5982405 beech 10.3926450296352
2674865 5982405 beech 10.1776261191143
2674875 5982405 beech 9.95262106723902
2674885 5982405 beech 9.71849516840975
2674895 5982405 beech 9.47613315077778
2674905 5982405 beech 9.22643365640276
2674915 5982405 beech 8.97030375561434
2674925 5982405 beech 8.70865354175772
2674935 5982405 beech 8.44239085051457
2674945 5982405 beech 8.17241614555245
2674955 5982405 beech 7.89961760940812
2674965 5982405 nonbeech 7.62486647530123
2674975 5982405 nonbeech 7.34901263205837
2674985 5982405 beech 7.07288053055604
2674995 5982405 beech 6.79726541612282
2675005 5982405 beech 6.52292990723231
2675015 5982405 beech 6.25060093662792
2675025 5982405 beech 5.9809670668031
2675035 5982405 beech 5.71467618757348
2675045 5982405 beech 5.45233359936984
2675055 5982405 beech 5.19450048190474
2675065 5982405 beech 4.94169274406425
2675075 5982405 beech 4.69438024729083
2675085 5982405 beech 4.45298639139022
2675095 5982405 beech 4.21788804864394
2675105 5982405 beech 3.98941582936623
2675115 5982405 nonbeech 3.76785465962795
2675125 5982405 nonbeech 3.55344464979561
2675135 5982405 beech 3.34638223080921
2675145 5982405 beech 3.14682153375082
2675155 5982405 beech 2.9548759872354
2675165 5982405 beech 2.77062010647917
2675175 5982405 beech 2.59409144755741
2675185 5982405 beech 2.42529270033828
2675195 5982405 beech 2.26419389385218
2675205 5982405 beech 2.11073468840694
2675215 5982405 beech 1.96482672956195
2674675 5982415 nonbeech 11.9049249598894
2674685 5982415 nonbeech 11.9825770611572
2674695 5982415 nonbeech 12.0432687116967
2674705 5982415 nonbeech 12.0867377685021
2674715 5982415 nonbeech 12.1127959329427
2674755 5982415 nonbeech 12.0417991282206
2674765 5982415 nonbeech 11.9806275307288
2674775 5982415 nonbeech 11.9025038883082
2674785 5982415 nonbeech 11.8077642895982
2674795 5982415 nonbeech 11.6968143125499
2674805 5982415 nonbeech 11.5701261322767
2674815 5982415 nonbeech 11.4282351741259
2674825 5982415 beech 11.2717363451641
2674835 5982415 beech 11.10127988118
2674845 5982415 beech 10.9175668497523
2674855 5982415 beech 10.7213443528644
2674865 5982415 beech 10.513400474943
2674875 5982415 beech 10.2945590240273
2674885 5982415 beech 10.0656741150323
2674895 5982415 beech 9.82762464473822
2674905 5982415 beech 9.58130870822546
2674915 5982415 beech 9.32763800599445
2674925 5982415 beech 9.06753228997151
2674935 5982415 beech 8.80191389504163
2674945 5982415 beech 8.53170240069243
2674955 5982415 beech 8.25780946484346
2674965 5982415 nonbeech 7.9811338690142
2674975 5982415 nonbeech 7.70255681070283
2674985 5982415 beech 7.42293747525848
2674995 5982415 beech 7.14310891568764
2675005 5982415 beech 6.86387426479873
2675015 5982415 beech 6.58600329991545
2675025 5982415 beech 6.31022937613753
2675035 5982415 beech 6.03724673985452
2675045 5982415 beech 5.76770822997917
2675055 5982415 beech 5.50222337021469
2675065 5982415 beech 5.24135685165432
2675075 5982415 beech 4.98562740117684
2675085 5982415 beech 4.73550702748977
2675095 5982415 beech 4.49142063331782
2675105 5982415 nonbeech 4.25374597916892
2675115 5982415 nonbeech 4.02281398135901
2675125 5982415 beech 3.79890932455841
2675135 5982415 beech 3.58227136705142
2675145 5982415 beech 3.37309531518492
2675155 5982415 beech 3.17153364212319
2675165 5982415 beech 2.97769772502345
2675175 5982415 beech 2.79165967409178
2675185 5982415 beech 2.61345432666028
2675195 5982415 beech 2.44308137942819
2675205 5982415 beech 2.28050763231275
2675215 5982415 beech 2.12566931793676
2675225 5982415 beech 1.97847449161525
2674665 5982425 nonbeech 11.8682874551263
2674675 5982425 nonbeech 11.9788357834357
2674685 5982425 nonbeech 12.0729038925305
2674695 5982425 nonbeech 12.1500888276127
2674705 5982425 nonbeech 12.2100583698502
2674715 5982425 nonbeech 12.2525534183758
2674755 5982425 nonbeech 12.2452551097267
2674765 5982425 nonbeech 12.1991505002695
2674775 5982425 nonbeech 12.1356185885667
2674785 5982425 nonbeech 12.0549336751077
2674795 5982425 nonbeech 11.9574427302216
2674805 5982425 nonbeech 11.8435629085697
2674815 5982425 nonbeech 11.7137785758983
2674825 5982425 beech 11.5686378777026
2674835 5982425 beech 11.4087488838097
2674845 5982425 beech 11.2347753468161
2674855 5982425 beech 11.0474321157565
2674865 5982425 beech 10.8474802493109
2674875 5982425 beech 10.6357218752302
2674885 5982425 beech 10.4129948444694
2674895 5982425 beech 10.1801672297334
2674905 5982425 beech 9.93813171876684
2674915 5982425 beech 9.68779995275928
2674925 5982425 beech 9.43009685969422
2674935 5982425 beech 9.16595503137509
2674945 5982425 beech 8.89630919123085
2674955 5982425 beech 8.62209079787836
2674965 5982425 nonbeech 8.34422282683556
2674975 5982425 nonbeech 8.06361476978494
2674985 5982425 beech 7.78115788743158
2674995 5982425 beech 7.49772074833683
2675005 5982425 beech 7.21414508219556
2675015 5982425 beech 6.93124197191889
2675025 5982425 beech 6.64978840464536
2675035 5982425 beech 6.37052419749008
2675045 5982425 beech 6.09414930951163
2675055 5982425 beech 5.82132154708596
2675065 5982425 beech 5.55265466567888
2675075 5982425 beech 5.28871686695296
2675085 5982425 beech 5.03002968627706
2675095 5982425 nonbeech 4.77706726206755
2675105 5982425 nonbeech 4.53025597501605
2675115 5982425 beech 4.2899744421793
2675125 5982425 beech 4.05655384814758
2675135 5982425 beech 3.83027859308814
2675145 5982425 beech 3.61138723539267
2675155 5982425 beech 3.40007370495097
2675165 5982425 beech 3.19648876172815
2675175 5982425 beech 3.00074167333865
2675185 5982425 beech 2.81290208467659
2675195 5982425 beech 2.6330020523694
2675205 5982425 beech 2.46103821685078
2675215 5982425 beech 2.2969740851825
2675225 5982425 beech 2.14074239836726
2675235 5982425 beech 1.99224755776346
2674655 5982435 nonbeech 11.7696038706987
2674665 5982435 nonbeech 11.9121838341134
2674675 5982435 nonbeech 12.0390302434994
2674685 5982435 nonbeech 12.1496061941346
2674695 5982435 nonbeech 12.2434404913551
2674705 5982435 nonbeech 12.3201309949416
2674755 5982435 nonbeech 12.437504233016
2674765 5982435 nonbeech 12.407050706554
2674775 5982435 nonbeech 12.3587472409983
2674785 5982435 nonbeech 12.2928029687755
2674795 5982435 nonbeech 12.209502516261
2674805 5982435 nonbeech 12.1092039573053
2674815 5982435 beech 11.9923362492283
2674825 5982435 beech 11.8593961769694
2674835 5982435 beech 11.7109448358538
2674845 5982435 beech 11.5476036878157
2674855 5982435 beech 11.370050229852
2674865 5982435 beech 11.1790133169295
2674875 5982435 beech 10.9752681844848
2674885 5982435 beech 10.7596312180165
2674895 5982435 beech 10.532954519042
2674905 5982435 beech 10.2961203178797
2674915 5982435 beech 10.0500352842919
2674925 5982435 beech 9.79562478701458
2674935 5982435 beech 9.53382715259997
2674945 5982435 beech 9.26558797283565
2674955 5982435 beech 8.99185450830818
2674965 5982435 nonbeech 8.7135702334804
2674975 5982435 nonbeech 8.43166956599556
2674985 5982435 beech 8.14707281985154
2674995 5982435 beech 7.86068141865802
2675005 5982435 beech 7.57337340145198
2675015 5982435 beech 7.28599924956148
2675025 5982435 beech 6.99937805883143
2675035 5982435 beech 6.71429407722013
2675045 5982435 beech 6.43149362339986
2675055 5982435 beech 6.15168239760773
2675065 5982435 nonbeech 5.87552319165115
2675075 5982435 nonbeech 5.60363400072823
2675085 5982435 nonbeech 5.3365865356287
2675095 5982435 nonbeech 5.07490512997954
2675105 5982435 beech 4.81906603353395
2675115 5982435 beech 4.56949707910794
2675125 5982435 beech 4.3265777076757
2675135 5982435 beech 4.09063933336848
2675145 5982435 beech 3.86196602770032
2675155 5982435 beech 3.64079550028074
2675165 5982435 beech 3.42732035157711
2675175 5982435 beech 3.2216895719596
2675185 5982435 beech 3.02401026029511
2675195 5982435 beech 2.8343495347469
2675205 5982435 beech 2.65273660816848
2675215 5982435 beech 2.47916500053906
2675225 5982435 beech 2.31359486125119
2675235 5982435 beech 2.1559553747068
2675245 5982435 beech 2.00614722357945
2674645 5982445 nonbeech 11.6104226821177
2674655 5982445 nonbeech 11.7836696283344
2674665 5982445 nonbeech 11.9421813699653
2674675 5982445 nonbeech 12.0852974746936
2674685 5982445 nonbeech 12.2124164204228
2674695 5982445 nonbeech 12.3229998050939
2674705 5982445 nonbeech 12.4165761444827
2674745 5982445 nonbeech 12.6138972523212
2674755 5982445 nonbeech 12.617914810898
2674765 5982445 nonbeech 12.6036539434353
2674775 5982445 nonbeech 12.5711765915932
2674785 5982445 nonbeech 12.5206236453769
2674795 5982445 nonbeech 12.4522139249708
2674805 5982445 nonbeech 12.3662426028877
2674815 5982445 beech 12.263079082357
2674825 5982445 beech 12.143164353287
2674835 5982445 beech 12.0070078522847
2674845 5982445 beech 11.8551838580149
2674855 5982445 beech 11.6883274575808
2674865 5982445 beech 11.5071301235581
2674875 5982445 beech 11.3123349447592
2674885 5982445 beech 11.104731556713
2674895 5982445 beech 10.8851508201846
2674905 5982445 beech 10.6544592978071
2674915 5982445 beech 10.4135535800425
2674925 5982445 beech 10.1633545122213
2674935 5982445 beech 9.90480137434719
2674945 5982445 beech 9.6388460646919
2674955 5982445 beech 9.36644733697874
2674965 5982445 nonbeech 9.08856513918896
2674975 5982445 nonbeech 8.80615509975213
2674985 5982445 beech 8.52016320415129
2674995 5982445 beech 8.23152070182772
2675005 5982445 beech 7.94113927976315
2675015 5982445 beech 7.64990653530496
2675025 5982445 beech 7.35868177674041
2675035 5982445 nonbeech 7.06829217587982
2675045 5982445 nonbeech 6.77952929253633
2675055 5982445 nonbeech 6.49314598635182
2675065 5982445 nonbeech 6.20985372697426
2675075 5982445 nonbeech 5.93032030919738
2675085 5982445 nonbeech 5.65516797538408
2675095 5982445 beech 5.38497194336019
2675105 5982445 beech 5.12025933403055
2675115 5982445 beech 4.86150848927775
2675125 5982445 beech 4.60914866728886
2675135 5982445 beech 4.36356009934975
2675145 5982445 beech 4.12507438937243
2675155 5982445 beech 3.89397523499904
2675165 5982445 beech 3.67049944706719
2675175 5982445 beech 3.45483824253468
2675185 5982445 beech 3.24713878464586
2675195 5982445 beech 3.04750594317593
2675205 5982445 beech 2.85600424700176
2675215 5982445 beech 2.67266000100707
2675225 5982445 beech 2.49746353941703
2675235 5982445 beech 2.33037158805226
2675245 5982445 beech 2.17130970867079
2675255 5982445 beech 2.02017479950122
2674635 5982455 nonbeech 11.393223329941
2674645 5982455 nonbeech 11.5953035943639
2674655 5982455 nonbeech 11.7838773897405
2674665 5982455 nonbeech 11.9581744159477
2674675 5982455 nonbeech 12.1174749185093
2674685 5982455 nonbeech 12.2611146346201
2674695 5982455 nonbeech 12.3884894042495
2674745 5982455 nonbeech 12.7649471172682
2674755 5982455 nonbeech 12.7858876977252
2674765 5982455 nonbeech 12.7883151017903
2674775 5982455 nonbeech 12.7722187830927
2674785 5982455 nonbeech 12.7376686505799
2674795 5982455 nonbeech 12.6848145627183
2674805 5982455 nonbeech 12.6138852446848
2674815 5982455 beech 12.5251866394964
2674825 5982455 beech 12.4190997097117
2674835 5982455 beech 12.2960777118066
2674845 5982455 beech 12.1566429705112
2674855 5982455 beech 12.0013831852257
2674865 5982455 beech 11.8309473050584
2674875 5982455 beech 11.6460410129828
2674885 5982455 beech 11.4474218630597
2674895 5982455 beech 11.2358941175661
2674905 5982455 beech 11.0123033331922
2674915 5982455 beech 10.7775307471848
2674925 5982455 beech 10.5324875154199
2674935 5982455 beech 10.2781088548755
2674945 5982455 beech 10.015348142854
2674955 5982455 beech 9.74517102458431
2674965 5982455 nonbeech 9.46854957953975
2674975 5982455 nonbeech 9.18645659497113
2674985 5982455 beech 8.89985999280989
2674995 5982455 beech 8.60971745328772
2675005 5982455 beech 8.3169712753964
2675015 5982455 nonbeech 8.02254351072737
2675025 5982455 nonbeech 7.7273314033417
2675035 5982455 nonbeech 7.43220316418759
2675045 5982455 nonbeech 7.13799410426496
2675055 5982455 nonbeech 6.84550314629667
2675065 5982455 beech 6.555489730165
2675075 5982455 beech 6.26867112286953
2675085 5982455 beech 5.98572013931605
2675095 5982455 beech 5.70726327591027
2675105 5982455 beech 5.43387925475572
2675115 5982455 beech 5.16609797228726
2675125 5982455 beech 4.90439984245377
2675135 5982455 beech 4.64921552112865
2675145 5982455 beech 4.40092599530817
2675155 5982455 beech 4.15986301787678
2675165 5982455 beech 3.92630986629605
2675175 5982455 beech 3.70050240152074
2675185 5982455 beech 3.48263040176874
2675195 5982455 beech 3.27283914447219
2675205 5982455 beech 3.07123120881051
2675215 5982455 beech 2.87786847066234
2675225 5982455 beech 2.69277426159984
2675235 5982455 beech 2.51593566366546
2675245 5982455 beech 2.34730591209852
2675255 5982455 beech 2.18680687889026
2675265 5982455 beech 2.03433161101609
2674625 5982465 nonbeech 11.1213519675953
2674635 5982465 nonbeech 11.3500058485516
2674645 5982465 nonbeech 11.5665852370047
2674655 5982465 nonbeech 11.7702264219006
2674665 5982465 nonbeech 11.9601065745642
2674675 5982465 nonbeech 12.1354492748448
2674685 5982465 nonbeech 12.2955297917486
2674695 5982465 nonbeech 12.4396800683851
2674745 5982465 nonbeech 12.9026137349438
2674755 5982465 nonbeech 12.9408595992957
2674765 5982465 nonbeech 12.9604216882194
2674775 5982465 nonbeech 12.9612150539435
2674785 5982465 nonbeech 12.9432362494969
2674795 5982465 nonbeech 12.9065633536577
2674805 5982465 beech 12.8513554060876
2674815 5982465 beech 12.7778512583738
2674825 5982465 beech 12.6863678525905
2674835 5982465 beech 12.5772979447417
2674845 5982465 beech 12.4511072959679
2674855 5982465 beech 12.3083313596219
2674865 5982465 beech 12.1495714971861
2674875 5982465 beech 11.9754907604429
2674885 5982465 beech 11.7868092812781
2674895 5982465 beech 11.5842993139435
2674905 5982465 beech 11.3687799774888
2674915 5982465 beech 11.1411117483704
2674925 5982465 beech 10.9021907549307
2674935 5982465 beech 10.6529429265059
2674945 5982465 beech 10.3943180503591
2674955 5982465 beech 10.1272837894586
2674965 5982465 nonbeech 9.85281971333778
2674975 5982465 nonbeech 9.57191139291488
2674985 5982465 beech 9.28554460823703
2674995 5982465 beech 8.9946997156976
2675005 5982465 nonbeech 8.70034621838691
2675015 5982465 nonbeech 8.40343757993686
2675025 5982465 nonbeech 8.1049063185564
2675035 5982465 beech 7.80565941398925
2675045 5982465 beech 7.50657405591634
2675055 5982465 beech 7.20849375793556
2675065 5982465 beech 6.91222485674357
2675075 5982465 beech 6.61853341157938
2675085 5982465 beech 6.32814251442887
2675095 5982465 beech 6.04173001699017
2675105 5982465 beech 5.75992667601772
2675115 5982465 beech 5.4833147144482
2675125 5982465 beech 5.21242679171126
2675135 5982465 beech 4.94774537288281
2675145 5982465 beech 4.68970248288533
2675155 5982465 beech 4.43867982880724
2675165 5982465 beech 4.19500927062721
2675175 5982465 beech 3.958973618206
2675185 5982465 beech 3.73080773036148
2675195 5982465 beech 3.51069989017692
2675205 5982465 beech 3.29879342940909
2675215 5982465 beech 3.09518857395703
2675225 5982465 beech 2.89994448181282
2675235 5982465 beech 2.71308144472989
2675245 5982465 beech 2.53458322499138
2675255 5982465 beech 2.36439949912091
2675265 5982465 beech 2.20244838112323
2674615 5982475 nonbeech 10.7989357090189
2674625 5982475 nonbeech 11.0515308858443
2674635 5982475 nonbeech 11.2936547039867
2674645 5982475 nonbeech 11.5243687567554
2674655 5982475 nonbeech 11.7427648693647
2674665 5982475 nonbeech 11.9479710288902
2674675 5982475 nonbeech 12.139157166646
2674685 5982475 nonbeech 12.3155407395104
2674695 5982475 nonbeech 12.4763920578108
2674745 5982475 nonbeech 13.0264272173943
2674755 5982475 nonbeech 13.0823062165972
2674765 5982475 nonbeech 13.1193972042227
2674775 5982475 nonbeech 13.1375393261662
2674785 5982475 nonbeech 13.1366537940799
2674795 5982475 nonbeech 13.1167444553732
2674805 5982475 nonbeech 13.0778977653663
2674815 5982475 beech 13.0202821618785
2674825 5982475 beech 12.9441468485833
2674835 5982475 beech 12.8498199994265
2674845 5982475 beech 12.737706402211
2674855 5982475 beech 12.6082845650254
2674865 5982475 beech 12.4621033144582
2674875 5982475 beech 12.2997779194337
2674885 5982475 beech 12.1219857789695
2674895 5982475 beech 11.9294617161302
2674905 5982475 beech 11.7229929238939
2674915 5982475 beech 11.5034136115241
2674925 5982475 beech 11.2715994023104
2674935 5982475 beech 11.0284615351965
2674945 5982475 beech 10.7749409238355
2674955 5982475 beech 10.5120021270032
2674965 5982475 nonbeech 10.2406272840631
2674975 5982475 nonbeech 9.96181006833282
2674985 5982475 beech 9.6765497097689
2674995 5982475 nonbeech 9.38584513640789
2675005 5982475 nonbeech 9.09068928150026
2675015 5982475 beech 8.7920636003129
2675025 5982475 beech 8.49093283719303
2675035 5982475 beech 8.18824007974503
2675045 5982475 beech 7.88490213292677
2675055 5982475 beech 7.58180524158763
2675065 5982475 beech 7.27980118550749
2675075 5982475 beech 6.97970376641904
2675085 5982475 beech 6.6822857018668
2675095 5982475 beech 6.3882759361365
2675105 5982475 beech 6.09835737393689
2675115 5982475 beech 5.81316503808679
2675125 5982475 beech 5.53328464820618
2675135 5982475 beech 5.2592516133766
2675145 5982475 beech 4.99155042796467
2675155 5982475 beech 4.73061445633054
2675165 5982475 beech 4.4768260889977
2675175 5982475 beech 4.23051725006887
2675185 5982475 beech 3.99197023324989
2675195 5982475 beech 3.76141884180271
2675205 5982475 beech 3.53904980609493
2675215 5982475 beech 3.32500445114657
2675225 5982475 beech 3.11938058569017
2675235 5982475 beech 2.92223458374597
2675245 5982475 beech 2.73358362955623
2675255 5982475 beech 2.55340809690107
2675265 5982475 beech 2.38165403431066
2674605 5982485 nonbeech 10.4307784468241
2674615 5982485 nonbeech 10.70437199998
2674625 5982485 nonbeech 10.9692325377527
2674635 5982485 nonbeech 11.2243673180583
2674645 5982485 nonbeech 11.468802536547
2674655 5982485 nonbeech 11.7015894713646
2674665 5982485 nonbeech 11.9218105826432
2674675 5982485 nonbeech 12.128585512204
2674685 5982485 nonbeech 12.3210769288322
2674695 5982485 nonbeech 12.4984961649949
2674745 5982485 nonbeech 13.1359620097017
2674755 5982485 nonbeech 13.2097451988622
2674765 5982485 nonbeech 13.2647043598063
2674775 5982485 nonbeech 13.3006016548638
2674785 5982485 nonbeech 13.3172813811558
2674795 5982485 nonbeech 13.3146710956409
2674805 5982485 nonbeech 13.2927821392509
2674815 5982485 beech 13.2517095548085
2674825 5982485 beech 13.1916313995593
2674835 5982485 beech 13.1128074592749
2674845 5982485 beech 13.0155773769243
2674855 5982485 beech 12.9003582147735
2674865 5982485 beech 12.7676414744012
2674875 5982485 beech 12.6179896044233
2674885 5982485 beech 12.4520320306433
2674895 5982485 beech 12.2704607478297
2674905 5982485 beech 12.0740255163005
2674915 5982485 beech 11.8635287099406
2674925 5982485 beech 11.6398198651336
2674935 5982485 beech 11.40378998234
2674945 5982485 beech 11.1563656336739
2674955 5982485 beech 10.8985029308084
2674965 5982485 nonbeech 10.6311814078804
2674975 5982485 nonbeech 10.3553978737681
2674985 5982485 nonbeech 10.0721602872061
2674995 5982485 nonbeech 9.78248170670085
2675005 5982485 beech 9.48737436515157
2675015 5982485 beech 9.18784391650664
2675025 5982485 beech 8.88488389874172
2675035 5982485 beech 8.57947045398339
2675045 5982485 beech 8.27255734277913
2675055 5982485 beech 7.96507128539149
2675065 5982485 beech 7.65790765863172
2675075 5982485 beech 7.35192657221233
2675085 5982485 beech 7.04794934395119
2675095 5982485 beech 6.74675538846599
2675105 5982485 beech 6.44907952931942
2675115 5982485 beech 6.15560973996993
2675125 5982485 beech 5.86698531440773
2675135 5982485 beech 5.58379546406122
2675145 5982485 beech 5.30657833349259
2675155 5982485 beech 5.03582042360437
2675165 5982485 beech 4.77195640758692
2675175 5982485 beech 4.51536932168043
2675185 5982485 beech 4.26639111002705
2675195 5982485 beech 4.02530350046721
2675205 5982485 beech 3.79233918610035
2675215 5982485 beech 3.56768328578884
2675225 5982485 beech 3.35147505553448
2675235 5982485 beech 3.14380982179427
2675245 5982485 beech 2.94474110731352
2675255 5982485 beech 2.75428291992548
2675265 5982485 beech 2.57241217497683
2675275 5982485 beech 2.3990712225645
2674605 5982495 nonbeech 10.3136488328447
2674615 5982495 nonbeech 10.5981576703016
2674625 5982495 nonbeech 10.8747426928326
2674635 5982495 nonbeech 11.1423855271798
2674645 5982495 nonbeech 11.4000813266408
2674655 5982495 nonbeech 11.6468449940623
2674665 5982495 nonbeech 11.8817174086565
2674675 5982495 nonbeech 12.1037716020464
2674685 5982495 nonbeech 12.3121188282408
2674695 5982495 nonbeech 12.5059144721732
2674735 5982495 nonbeech 13.1205443104994
2674745 5982495 nonbeech 13.230839326134
2674755 5982495 nonbeech 13.3227388826788
2674765 5982495 nonbeech 13.3958480964798
2674775 5982495 nonbeech 13.4498515128178
2674785 5982495 nonbeech 13.484515373339
2674795 5982495 nonbeech 13.4996893016392
2674805 5982495 nonbeech 13.4953073899936
2674815 5982495 beech 13.4713886762415
2674825 5982495 beech 13.4280370059986
2674835 5982495 beech 13.3654402815917
2674845 5982495 beech 13.2838691053179
2674855 5982495 beech 13.1836748307349
2674865 5982495 beech 13.0652870416212
2674875 5982495 beech 12.9292104839171
2674885 5982495 beech 12.7760214813064
2674895 5982495 beech 12.6063638700528
2674905 5982495 beech 12.4209444932052
2674915 5982495 beech 12.2205282982765
2674925 5982495 beech 12.0059330859381
2674935 5982495 beech 11.7780239601145
2674945 5982495 beech 11.5377075320903
2674955 5982495 beech 11.2859259328231
2674965 5982495 nonbeech 11.0236506885915
2674975 5982495 nonbeech 10.7518765153941
2674985 5982495 nonbeech 10.4716150871595
2674995 5982495 beech 10.18388883185
2675005 5982495 beech 9.88972480796848
2675015 5982495 beech 9.59014871184491
2675025 5982495 beech 9.28617906342212
2675035 5982495 beech 8.97882161513785
2675045 5982495 beech 8.66906402495347
2675055 5982495 beech 8.35787083067659
2675065 5982495 beech 8.04617875852033
2675075 5982495 beech 7.73489239440232
2675085 5982495 beech 7.42488024187577
2675095 5982495 beech 7.11697118586793
2675105 5982495 beech 6.81195137664247
2675115 5982495 beech 6.51056154366374
2675125 5982495 beech 6.21349474438242
2675135 5982495 beech 5.92139454843954
2675145 5982495 beech 5.6348536534518
2675155 5982495 beech 5.35441292444154
2675165 5982495 beech 5.08056084515187
2675175 5982495 beech 4.81373336597749
2675185 5982495 beech 4.55431413007294
2675195 5982495 beech 4.30263505639764
2675205 5982495 beech 4.0589772560367
2675215 5982495 beech 3.82357225611009
2675225 5982495 beech 3.59660350395423
2675235 5982495 beech 3.3782081230289
2675245 5982495 beech 3.16847889116183
2675255 5982495 beech 2.9674664112813
2675265 5982495 beech 2.7751814446877
2675275 5982495 beech 2.59159737715746
2674605 5982505 nonbeech 10.1858412794801
2674615 5982505 nonbeech 10.4806569118213
2674625 5982505 nonbeech 10.7683876628887
2674635 5982505 nonbeech 11.047994176159
2674645 5982505 nonbeech 11.31844510748
2674655 5982505 nonbeech 11.578723382594
2674665 5982505 nonbeech 11.8278325078276
2674675 5982505 nonbeech 12.064802879792
2674685 5982505 nonbeech 12.2886980386612
2674735 5982505 nonbeech 13.1823471819018
2674745 5982505 nonbeech 13.3107293321005
2674755 5982505 nonbeech 13.4208967953976
2674765 5982505 nonbeech 13.5123783958617
2674775 5982505 nonbeech 13.5847808846129
2674785 5982505 nonbeech 13.6377917557572
2674795 5982505 nonbeech 13.6711814933486
2674805 5982505 nonbeech 13.684805226772
2674815 5982505 nonbeech 13.6786037778396
2674825 5982505 beech 13.6526040890099
2674835 5982505 beech 13.6069190283945
2674845 5982505 beech 13.5417465735261
2674855 5982505 beech 13.4573683821487
2674865 5982505 beech 13.3541477644669
2674875 5982505 beech 13.2325270772823
2674885 5982505 beech 13.0930245661712
2674895 5982505 beech 12.936230687244
2674905 5982505 beech 12.7628039450147
2674915 5982505 beech 12.5734662874205
2674925 5982505 beech 12.368998103036
2674935 5982505 beech 12.1502328689511
2674945 5982505 beech 11.9180515006167
2674955 5982505 beech 11.6733764571561
2674965 5982505 nonbeech 11.4171656571887
2674975 5982505 nonbeech 11.1504062611023
2674985 5982505 nonbeech 10.8741083759422
2674995 5982505 beech 10.5892987386672
2675005 5982505 beech 10.2970144324771
2675015 5982505 beech 9.99829668927259
2675025 5982505 beech 9.69418482909107
2675035 5982505 beech 9.38571038463259
2675045 5982505 beech 9.07389145577736
2675055 5982505 beech 8.75972733537135
2675065 5982505 beech 8.44419344356782
2675075 5982505 beech 8.12823660372782
2675085 5982505 beech 7.81277068836406
2675095 5982505 beech 7.4986726589262
2675105 5982505 beech 7.18677901843822
2675115 5982505 beech 6.87788269117331
2675125 5982505 beech 6.57273033875373
2675135 5982505 beech 6.27202011735032
2675145 5982505 beech 5.97639987608742
2675155 5982505 beech 5.68646579238421
2675165 5982505 beech 5.40276143583163
2675175 5982505 beech 5.12577724835545
2675185 5982505 beech 4.85595042488743
2675195 5982505 beech 4.59366517558684
2675205 5982505 beech 4.33925334784731
2675215 5982505 beech 4.09299538390591
2675225 5982505 beech 3.85512158785241
2675235 5982505 beech 3.62581367422238
2675245 5982505 beech 3.4052065691448
2675255 5982505 beech 3.19339043419755
2675265 5982505 beech 2.99041288268925
2675275 5982505 beech 2.79628135801668
